shipment_id,lot_id,ndc,qty,line_no,depot_id,status,dispatch_dt,unit_cost_usd,transport_cost_usd,handling_cost_usd,total_cost_usd
SHP-010-2,LOT-010-B,NDC-0006-5333-01,16,3,DEPOT-TYO,In Transit,2025-07-31,2262,1174,291,37657
SHP-054-1,LOT-054-A,NDC-0006-5333-01,30,3,DEPOT-NJ,Delivered,2025-07-22,2262,1078,113,69051
SHP-052-3,LOT-052-C,NDC-0006-5332-01,42,2,DEPOT-NJ,Quarantined,2025-09-04,1701,580,150,72172
SHP-003-1,LOT-003-A,NDC-0006-5333-01,22,3,DEPOT-BLR,Quarantined,2025-07-14,2312,725,235,51824
SHP-016-1,LOT-016-A,NDC-0006-5331-01,39,1,DEPOT-HH,In Transit,2025-07-21,1510,1116,363,60369
SHP-013-1,LOT-013-A,NDC-0006-5333-01,34,3,DEPOT-BLR,Quarantined,2025-06-30,2203,1385,385,76672
SHP-023-1,LOT-023-A,NDC-0006-5333-01,23,3,DEPOT-HH,Quarantined,2025-07-17,2203,897,362,51928
SHP-048-2,LOT-048-B,NDC-0006-5333-01,16,3,DEPOT-NJ,Quarantined,2025-07-31,2203,1454,111,36813
SHP-027-1,LOT-027-A,NDC-0006-5331-01,29,1,DEPOT-HH,Quarantined,2025-07-19,1507,1316,127,45146
SHP-019-3,LOT-019-C,NDC-0006-5331-01,28,1,DEPOT-NJ,Quarantined,2025-09-30,1416,808,111,40567
SHP-029-3,LOT-029-C,NDC-0006-5333-01,19,3,DEPOT-TYO,Quarantined,2025-09-22,2203,1115,138,43110
SHP-003-2,LOT-003-B,NDC-0006-5331-01,18,1,DEPOT-BLR,Quarantined,2025-07-30,1507,1426,368,28920
SHP-019-1,LOT-019-A,NDC-0006-5331-01,40,1,DEPOT-NJ,Quarantined,2025-08-04,1510,1036,140,61576
SHP-018-3,LOT-018-C,NDC-0006-5331-01,34,1,DEPOT-TYO,Quarantined,2025-10-02,1416,598,197,48939
SHP-026-2,LOT-026-B,NDC-0006-5333-01,22,3,DEPOT-HH,In Transit,2025-08-11,2203,1426,267,50159
SHP-051-1,LOT-051-A,NDC-0006-5332-01,39,2,DEPOT-HH,Quarantined,2025-07-04,1622,526,182,63966
SHP-043-3,LOT-043-C,NDC-0006-5333-01,35,3,DEPOT-HH,Delivered,2025-09-26,2262,1023,139,80332
SHP-011-2,LOT-011-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Quarantined,2025-07-28,2312,1204,213,36097
SHP-006-1,LOT-006-A,NDC-0006-5332-01,40,2,DEPOT-HH,Delivered,2025-07-21,1701,1054,132,69226
SHP-005-2,LOT-005-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Quarantined,2025-08-17,2312,1420,262,36362
SHP-035-2,LOT-035-B,NDC-0006-5332-01,19,2,DEPOT-HH,Quarantined,2025-08-02,1701,1208,340,33867
SHP-011-2,LOT-011-B,NDC-0006-5331-01,17,1,DEPOT-NJ,Delivered,2025-06-26,1507,1430,345,27394
SHP-038-1,LOT-038-A,NDC-0006-5332-01,40,2,DEPOT-NJ,Quarantined,2025-07-13,1814,936,348,73844
SHP-026-3,LOT-026-C,NDC-0006-5332-01,17,2,DEPOT-HH,Delivered,2025-09-22,1701,752,320,29989
SHP-042-3,LOT-042-C,NDC-0006-5331-01,24,1,DEPOT-NJ,Delivered,2025-10-02,1507,947,206,37321
SHP-055-2,LOT-055-B,NDC-0006-5332-01,22,2,DEPOT-HH,Quarantined,2025-08-13,1814,807,353,41068
SHP-060-3,LOT-060-C,NDC-0006-5331-01,25,1,DEPOT-NJ,Quarantined,2025-10-02,1416,544,120,36064
SHP-001-1,LOT-001-A,NDC-0006-5331-01,23,1,DEPOT-HH,In Transit,2025-07-22,1416,754,334,33656
SHP-018-1,LOT-018-A,NDC-0006-5332-01,43,2,DEPOT-TYO,Delivered,2025-08-01,1622,531,291,70568
SHP-031-3,LOT-031-C,NDC-0006-5331-01,30,1,DEPOT-BLR,Quarantined,2025-10-03,1416,1432,383,44295
SHP-039-3,LOT-039-C,NDC-0006-5331-01,28,1,DEPOT-NJ,Delivered,2025-09-30,1416,651,291,40590
SHP-030-3,LOT-030-C,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-10-08,2312,587,350,67985
SHP-045-1,LOT-045-A,NDC-0006-5333-01,34,3,DEPOT-HH,In Transit,2025-07-13,2203,1176,357,76435
SHP-013-3,LOT-013-C,NDC-0006-5333-01,36,3,DEPOT-BLR,Quarantined,2025-09-11,2203,1097,197,80602
SHP-058-2,LOT-058-B,NDC-0006-5333-01,15,3,DEPOT-HH,In Transit,2025-08-10,2312,980,296,35956
SHP-056-1,LOT-056-A,NDC-0006-5332-01,33,2,DEPOT-TYO,Quarantined,2025-07-31,1622,828,307,54661
SHP-042-3,LOT-042-C,NDC-0006-5333-01,37,3,DEPOT-NJ,In Transit,2025-10-12,2312,1127,111,86782
SHP-056-2,LOT-056-B,NDC-0006-5331-01,8,1,DEPOT-TYO,Delivered,2025-08-17,1510,570,347,12997
SHP-023-2,LOT-023-B,NDC-0006-5332-01,20,2,DEPOT-HH,Delivered,2025-08-13,1701,692,348,35060
SHP-046-1,LOT-046-A,NDC-0006-5333-01,27,3,DEPOT-HH,Quarantined,2025-07-26,2312,1156,109,63689
SHP-054-2,LOT-054-B,NDC-0006-5332-01,11,2,DEPOT-NJ,Delivered,2025-08-16,1622,1165,128,19135
SHP-055-1,LOT-055-A,NDC-0006-5333-01,26,3,DEPOT-HH,Quarantined,2025-07-09,2203,978,151,58407
SHP-011-1,LOT-011-A,NDC-0006-5332-01,33,2,DEPOT-NJ,Delivered,2025-07-28,1622,945,370,54841
SHP-030-2,LOT-030-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-15,1622,984,127,20575
SHP-030-2,LOT-030-B,NDC-0006-5331-01,17,1,DEPOT-HH,Delivered,2025-08-10,1507,947,397,26963
SHP-044-2,LOT-044-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-06-12,2312,1227,244,29215
SHP-008-1,LOT-008-A,NDC-0006-5332-01,36,2,DEPOT-NJ,Delivered,2025-07-18,1701,1001,275,62512
SHP-033-1,LOT-033-A,NDC-0006-5331-01,32,1,DEPOT-TYO,Delivered,2025-07-14,1416,808,349,46469
SHP-019-2,LOT-019-B,NDC-0006-5331-01,10,1,DEPOT-NJ,In Transit,2025-07-29,1510,944,241,16285
SHP-048-3,LOT-048-C,NDC-0006-5332-01,27,2,DEPOT-NJ,Quarantined,2025-09-10,1814,510,206,49694
SHP-020-1,LOT-020-A,NDC-0006-5333-01,28,3,DEPOT-HH,Delivered,2025-07-21,2312,1134,197,66067
SHP-027-3,LOT-027-C,NDC-0006-5333-01,32,3,DEPOT-HH,Quarantined,2025-09-26,2203,1295,210,72001
SHP-052-2,LOT-052-B,NDC-0006-5331-01,20,1,DEPOT-NJ,Delivered,2025-07-23,1507,731,247,31118
SHP-048-1,LOT-048-A,NDC-0006-5332-01,30,2,DEPOT-NJ,Quarantined,2025-07-20,1622,541,195,49396
SHP-042-1,LOT-042-A,NDC-0006-5333-01,30,3,DEPOT-NJ,Quarantined,2025-07-19,2203,1361,368,67819
SHP-023-3,LOT-023-C,NDC-0006-5333-01,33,3,DEPOT-HH,Quarantined,2025-09-13,2203,1207,239,74145
SHP-059-1,LOT-059-A,NDC-0006-5331-01,36,1,DEPOT-HH,Quarantined,2025-07-24,1507,877,287,55416
SHP-049-2,LOT-049-B,NDC-0006-5332-01,14,2,DEPOT-NJ,In Transit,2025-08-17,1814,751,111,26258
SHP-025-3,LOT-025-C,NDC-0006-5333-01,28,3,DEPOT-HH,Quarantined,2025-09-16,2262,806,138,64280
SHP-003-1,LOT-003-A,NDC-0006-5333-01,22,3,DEPOT-BLR,Quarantined,2025-07-14,2262,1139,393,51296
SHP-017-1,LOT-017-A,NDC-0006-5331-01,38,1,DEPOT-HH,Delivered,2025-07-10,1507,1389,211,58866
SHP-053-2,LOT-053-B,NDC-0006-5333-01,16,3,DEPOT-HH,Delivered,2025-06-23,2203,1233,247,36728
SHP-002-1,LOT-002-A,NDC-0006-5331-01,39,1,DEPOT-HH,Delivered,2025-07-14,1416,519,245,55988
SHP-023-1,LOT-023-A,NDC-0006-5333-01,23,3,DEPOT-HH,Delivered,2025-07-13,2203,542,294,51505
SHP-016-2,LOT-016-B,NDC-0006-5333-01,18,3,DEPOT-HH,Quarantined,2025-08-05,2262,640,186,41542
SHP-035-2,LOT-035-B,NDC-0006-5331-01,17,1,DEPOT-HH,Quarantined,2025-08-02,1416,1287,175,25534
SHP-040-3,LOT-040-C,NDC-0006-5332-01,30,2,DEPOT-HH,In Transit,2025-09-16,1701,1268,343,52641
SHP-041-2,LOT-041-B,NDC-0006-5333-01,14,3,DEPOT-NJ,In Transit,2025-08-18,2312,1145,394,33907
SHP-043-1,LOT-043-A,NDC-0006-5331-01,37,1,DEPOT-HH,Delivered,2025-07-02,1416,579,114,53085
SHP-003-2,LOT-003-B,NDC-0006-5332-01,14,2,DEPOT-BLR,In Transit,2025-08-04,1701,1247,390,25451
SHP-058-3,LOT-058-C,NDC-0006-5332-01,26,2,DEPOT-HH,Quarantined,2025-10-06,1814,1050,274,48488
SHP-031-1,LOT-031-A,NDC-0006-5332-01,25,2,DEPOT-BLR,In Transit,2025-07-21,1701,1396,168,44089
SHP-056-3,LOT-056-C,NDC-0006-5331-01,29,1,DEPOT-TYO,Delivered,2025-10-09,1416,522,285,41871
SHP-052-1,LOT-052-A,NDC-0006-5333-01,32,3,DEPOT-NJ,Quarantined,2025-07-28,2262,789,357,73530
SHP-031-3,LOT-031-C,NDC-0006-5332-01,25,2,DEPOT-BLR,In Transit,2025-09-27,1622,1074,130,41754
SHP-027-2,LOT-027-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-30,1701,588,312,21312
SHP-036-3,LOT-036-C,NDC-0006-5331-01,31,1,DEPOT-HH,In Transit,2025-09-17,1507,1305,273,48295
SHP-011-1,LOT-011-A,NDC-0006-5331-01,33,1,DEPOT-NJ,Delivered,2025-07-28,1510,881,299,51010
SHP-034-2,LOT-034-B,NDC-0006-5333-01,15,3,DEPOT-HH,Delivered,2025-07-28,2262,941,222,35093
SHP-059-1,LOT-059-A,NDC-0006-5331-01,36,1,DEPOT-HH,Quarantined,2025-07-09,1507,1221,107,55580
SHP-047-3,LOT-047-C,NDC-0006-5331-01,18,1,DEPOT-TYO,Delivered,2025-09-29,1507,1385,369,28880
SHP-032-3,LOT-032-C,NDC-0006-5331-01,32,1,DEPOT-HH,Quarantined,2025-10-01,1416,1204,172,46688
SHP-002-3,LOT-002-C,NDC-0006-5331-01,32,1,DEPOT-HH,Delivered,2025-10-09,1510,806,386,49512
SHP-013-1,LOT-013-A,NDC-0006-5331-01,26,1,DEPOT-BLR,Quarantined,2025-06-30,1416,940,355,38111
SHP-008-2,LOT-008-B,NDC-0006-5331-01,11,1,DEPOT-NJ,Quarantined,2025-07-29,1510,1499,169,18278
SHP-053-2,LOT-053-B,NDC-0006-5332-01,12,2,DEPOT-HH,Quarantined,2025-06-29,1814,1127,264,23159
SHP-050-1,LOT-050-A,NDC-0006-5331-01,33,1,DEPOT-HH,Quarantined,2025-07-15,1510,746,280,50856
SHP-004-2,LOT-004-B,NDC-0006-5333-01,12,3,DEPOT-HH,Delivered,2025-07-25,2262,1430,196,28770
SHP-015-1,LOT-015-A,NDC-0006-5333-01,17,3,DEPOT-NJ,Delivered,2025-07-12,2203,1062,225,38738
SHP-011-3,LOT-011-C,NDC-0006-5332-01,20,2,DEPOT-NJ,Delivered,2025-09-22,1814,1033,198,37511
SHP-053-2,LOT-053-B,NDC-0006-5331-01,10,1,DEPOT-HH,Delivered,2025-08-19,1416,1378,230,15768
SHP-002-1,LOT-002-A,NDC-0006-5331-01,39,1,DEPOT-HH,In Transit,2025-07-21,1416,1432,289,56945
SHP-060-1,LOT-060-A,NDC-0006-5332-01,29,2,DEPOT-NJ,Delivered,2025-07-29,1814,964,134,53704
SHP-048-3,LOT-048-C,NDC-0006-5332-01,27,2,DEPOT-NJ,Delivered,2025-09-29,1622,1142,258,45194
SHP-026-2,LOT-026-B,NDC-0006-5332-01,10,2,DEPOT-HH,In Transit,2025-08-11,1701,855,200,18065
SHP-019-2,LOT-019-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Quarantined,2025-08-04,2262,518,319,34767
SHP-003-2,LOT-003-B,NDC-0006-5332-01,14,2,DEPOT-BLR,Quarantined,2025-07-30,1701,1497,350,25661
SHP-002-1,LOT-002-A,NDC-0006-5331-01,39,1,DEPOT-HH,Delivered,2025-07-14,1507,597,213,59583
SHP-001-3,LOT-001-C,NDC-0006-5331-01,28,1,DEPOT-HH,Delivered,2025-10-01,1507,690,366,43252
SHP-001-3,LOT-001-C,NDC-0006-5331-01,28,1,DEPOT-HH,Delivered,2025-10-01,1416,1437,187,41272
SHP-059-3,LOT-059-C,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-10-08,1701,1302,200,47429
SHP-012-1,LOT-012-A,NDC-0006-5333-01,23,3,DEPOT-HH,Delivered,2025-07-09,2203,948,324,51941
SHP-030-3,LOT-030-C,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-10-08,2262,969,133,66700
SHP-006-2,LOT-006-B,NDC-0006-5333-01,11,3,DEPOT-HH,Delivered,2025-07-25,2203,1110,319,25662
SHP-045-1,LOT-045-A,NDC-0006-5332-01,36,2,DEPOT-HH,Quarantined,2025-07-27,1622,838,376,59606
SHP-037-3,LOT-037-C,NDC-0006-5332-01,33,2,DEPOT-BLR,Delivered,2025-10-03,1622,1377,339,55242
SHP-007-1,LOT-007-A,NDC-0006-5331-01,35,1,DEPOT-NJ,In Transit,2025-07-11,1510,885,105,53840
SHP-030-3,LOT-030-C,NDC-0006-5333-01,29,3,DEPOT-HH,Delivered,2025-09-18,2203,571,316,64774
SHP-044-2,LOT-044-B,NDC-0006-5332-01,12,2,DEPOT-NJ,Delivered,2025-06-12,1622,1474,309,21247
SHP-047-2,LOT-047-B,NDC-0006-5333-01,13,3,DEPOT-TYO,Delivered,2025-08-07,2312,1101,378,31535
SHP-054-3,LOT-054-C,NDC-0006-5333-01,24,3,DEPOT-NJ,Delivered,2025-10-05,2312,540,298,56326
SHP-017-2,LOT-017-B,NDC-0006-5332-01,16,2,DEPOT-HH,Delivered,2025-08-11,1622,591,317,26860
SHP-016-3,LOT-016-C,NDC-0006-5332-01,26,2,DEPOT-HH,Quarantined,2025-09-20,1814,675,211,48050
SHP-020-3,LOT-020-C,NDC-0006-5331-01,28,1,DEPOT-HH,Quarantined,2025-10-04,1507,657,384,43237
SHP-047-3,LOT-047-C,NDC-0006-5332-01,30,2,DEPOT-TYO,Delivered,2025-09-29,1701,1164,229,52423
SHP-018-1,LOT-018-A,NDC-0006-5331-01,32,1,DEPOT-TYO,Delivered,2025-08-01,1507,1180,266,49670
SHP-041-2,LOT-041-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Quarantined,2025-08-02,1701,1305,365,27185
SHP-015-2,LOT-015-B,NDC-0006-5333-01,14,3,DEPOT-NJ,Quarantined,2025-07-23,2312,1106,141,33615
SHP-034-2,LOT-034-B,NDC-0006-5332-01,13,2,DEPOT-HH,Delivered,2025-07-28,1701,875,145,23133
SHP-045-1,LOT-045-A,NDC-0006-5333-01,34,3,DEPOT-HH,Quarantined,2025-07-04,2312,1369,110,80087
SHP-055-1,LOT-055-A,NDC-0006-5333-01,26,3,DEPOT-HH,In Transit,2025-07-22,2203,974,172,58424
SHP-005-3,LOT-005-C,NDC-0006-5332-01,26,2,DEPOT-NJ,Delivered,2025-09-30,1814,977,347,48488
SHP-021-3,LOT-021-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Quarantined,2025-10-09,2312,1139,177,54492
SHP-031-1,LOT-031-A,NDC-0006-5332-01,25,2,DEPOT-BLR,In Transit,2025-07-21,1814,893,199,46442
SHP-020-2,LOT-020-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-07-31,2312,604,298,24022
SHP-018-3,LOT-018-C,NDC-0006-5333-01,22,3,DEPOT-TYO,Quarantined,2025-10-02,2262,970,223,50957
SHP-046-3,LOT-046-C,NDC-0006-5333-01,35,3,DEPOT-HH,Quarantined,2025-10-08,2203,1058,181,78344
SHP-005-2,LOT-005-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Delivered,2025-07-17,2312,1474,105,36259
SHP-006-3,LOT-006-C,NDC-0006-5331-01,24,1,DEPOT-HH,Delivered,2025-10-15,1507,979,330,37477
SHP-058-3,LOT-058-C,NDC-0006-5333-01,27,3,DEPOT-HH,In Transit,2025-09-28,2262,1066,124,62264
SHP-009-1,LOT-009-A,NDC-0006-5333-01,26,3,DEPOT-BLR,Quarantined,2025-07-15,2312,927,364,61403
SHP-014-1,LOT-014-A,NDC-0006-5332-01,29,2,DEPOT-HH,Quarantined,2025-07-10,1622,1095,329,48462
SHP-056-3,LOT-056-C,NDC-0006-5332-01,34,2,DEPOT-TYO,Quarantined,2025-10-06,1814,858,280,62814
SHP-018-1,LOT-018-A,NDC-0006-5333-01,21,3,DEPOT-TYO,Delivered,2025-08-01,2203,942,118,47323
SHP-050-1,LOT-050-A,NDC-0006-5331-01,33,1,DEPOT-HH,Quarantined,2025-07-17,1507,843,109,50683
SHP-040-3,LOT-040-C,NDC-0006-5331-01,26,1,DEPOT-HH,In Transit,2025-09-16,1416,539,297,37652
SHP-049-2,LOT-049-B,NDC-0006-5331-01,15,1,DEPOT-NJ,Quarantined,2025-07-28,1507,1386,285,24276
SHP-015-3,LOT-015-C,NDC-0006-5332-01,26,2,DEPOT-NJ,Delivered,2025-10-02,1814,1352,279,48795
SHP-057-2,LOT-057-B,NDC-0006-5332-01,18,2,DEPOT-HH,In Transit,2025-08-02,1701,588,367,31573
SHP-029-3,LOT-029-C,NDC-0006-5332-01,37,2,DEPOT-TYO,Quarantined,2025-09-15,1701,793,163,63893
SHP-022-1,LOT-022-A,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-07-18,1510,877,136,41783
SHP-019-1,LOT-019-A,NDC-0006-5332-01,23,2,DEPOT-NJ,Quarantined,2025-08-04,1622,901,313,38520
SHP-035-3,LOT-035-C,NDC-0006-5331-01,26,1,DEPOT-HH,Delivered,2025-09-17,1507,926,307,40415
SHP-007-3,LOT-007-C,NDC-0006-5333-01,24,3,DEPOT-NJ,Quarantined,2025-09-24,2203,1368,222,54462
SHP-007-2,LOT-007-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Quarantined,2025-08-16,1814,1014,362,28586
SHP-022-1,LOT-022-A,NDC-0006-5331-01,27,1,DEPOT-NJ,Quarantined,2025-07-25,1510,1333,149,42252
SHP-050-3,LOT-050-C,NDC-0006-5333-01,36,3,DEPOT-HH,In Transit,2025-10-08,2312,1142,325,84699
SHP-031-2,LOT-031-B,NDC-0006-5331-01,16,1,DEPOT-BLR,In Transit,2025-08-12,1416,534,355,23545
SHP-001-3,LOT-001-C,NDC-0006-5332-01,31,2,DEPOT-HH,Delivered,2025-09-09,1622,514,349,51145
SHP-036-2,LOT-036-B,NDC-0006-5332-01,16,2,DEPOT-HH,Quarantined,2025-07-31,1814,970,390,30384
SHP-034-1,LOT-034-A,NDC-0006-5333-01,34,3,DEPOT-HH,Quarantined,2025-07-21,2262,706,118,77732
SHP-029-3,LOT-029-C,NDC-0006-5331-01,28,1,DEPOT-TYO,Quarantined,2025-09-15,1510,1433,226,43939
SHP-028-2,LOT-028-B,NDC-0006-5331-01,17,1,DEPOT-TYO,Delivered,2025-07-17,1416,966,366,25404
SHP-037-2,LOT-037-B,NDC-0006-5333-01,17,3,DEPOT-BLR,Quarantined,2025-08-09,2262,1328,282,40064
SHP-021-3,LOT-021-C,NDC-0006-5331-01,27,1,DEPOT-NJ,Quarantined,2025-10-09,1416,547,286,39065
SHP-055-3,LOT-055-C,NDC-0006-5332-01,31,2,DEPOT-HH,Quarantined,2025-09-29,1622,982,223,51487
SHP-059-2,LOT-059-B,NDC-0006-5333-01,16,3,DEPOT-HH,Quarantined,2025-08-10,2312,810,102,37904
SHP-033-3,LOT-033-C,NDC-0006-5331-01,34,1,DEPOT-TYO,Quarantined,2025-09-18,1507,593,263,52094
SHP-044-2,LOT-044-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Quarantined,2025-07-17,2262,597,106,27847
SHP-005-1,LOT-005-A,NDC-0006-5332-01,41,2,DEPOT-NJ,Quarantined,2025-08-01,1814,992,218,75584
SHP-008-1,LOT-008-A,NDC-0006-5332-01,36,2,DEPOT-NJ,Delivered,2025-07-08,1814,1054,303,66661
SHP-056-2,LOT-056-B,NDC-0006-5333-01,16,3,DEPOT-TYO,Delivered,2025-08-07,2203,769,369,36386
SHP-020-2,LOT-020-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-07-31,1510,1445,243,22828
SHP-037-2,LOT-037-B,NDC-0006-5332-01,13,2,DEPOT-BLR,Quarantined,2025-08-09,1622,703,312,22101
SHP-009-1,LOT-009-A,NDC-0006-5332-01,21,2,DEPOT-BLR,Quarantined,2025-07-05,1622,920,282,35264
SHP-054-2,LOT-054-B,NDC-0006-5332-01,11,2,DEPOT-NJ,Delivered,2025-08-16,1701,729,118,19558
SHP-024-1,LOT-024-A,NDC-0006-5333-01,33,3,DEPOT-HH,Quarantined,2025-07-24,2262,559,238,75443
SHP-043-2,LOT-043-B,NDC-0006-5332-01,15,2,DEPOT-HH,Delivered,2025-07-20,1701,572,155,26242
SHP-047-3,LOT-047-C,NDC-0006-5333-01,32,3,DEPOT-TYO,Quarantined,2025-09-09,2203,1113,138,71747
SHP-022-3,LOT-022-C,NDC-0006-5331-01,39,1,DEPOT-NJ,Quarantined,2025-09-28,1507,1204,265,60242
SHP-029-1,LOT-029-A,NDC-0006-5332-01,34,2,DEPOT-TYO,Quarantined,2025-07-09,1701,805,302,58941
SHP-036-2,LOT-036-B,NDC-0006-5332-01,16,2,DEPOT-HH,Quarantined,2025-07-31,1622,1451,184,27587
SHP-009-2,LOT-009-B,NDC-0006-5331-01,12,1,DEPOT-BLR,Quarantined,2025-07-31,1510,1369,219,19708
SHP-059-2,LOT-059-B,NDC-0006-5333-01,16,3,DEPOT-HH,Delivered,2025-08-12,2262,1396,276,37864
SHP-029-2,LOT-029-B,NDC-0006-5332-01,12,2,DEPOT-TYO,Delivered,2025-08-05,1622,837,317,20618
SHP-031-3,LOT-031-C,NDC-0006-5333-01,32,3,DEPOT-BLR,In Transit,2025-09-27,2262,977,105,73466
SHP-026-2,LOT-026-B,NDC-0006-5333-01,22,3,DEPOT-HH,Quarantined,2025-08-09,2312,1400,295,52559
SHP-047-2,LOT-047-B,NDC-0006-5333-01,13,3,DEPOT-TYO,Delivered,2025-08-07,2262,907,128,30441
SHP-039-2,LOT-039-B,NDC-0006-5331-01,16,1,DEPOT-NJ,Quarantined,2025-07-14,1416,849,399,23904
SHP-060-2,LOT-060-B,NDC-0006-5331-01,14,1,DEPOT-NJ,Quarantined,2025-08-10,1507,900,271,22269
SHP-015-1,LOT-015-A,NDC-0006-5332-01,35,2,DEPOT-NJ,Delivered,2025-07-07,1814,1483,319,65292
SHP-038-3,LOT-038-C,NDC-0006-5331-01,30,1,DEPOT-NJ,Delivered,2025-10-06,1510,1129,396,46825
SHP-010-3,LOT-010-C,NDC-0006-5331-01,20,1,DEPOT-TYO,Quarantined,2025-10-07,1416,1017,139,29476
SHP-005-1,LOT-005-A,NDC-0006-5331-01,22,1,DEPOT-NJ,Quarantined,2025-08-01,1507,1324,163,34641
SHP-012-3,LOT-012-C,NDC-0006-5332-01,16,2,DEPOT-HH,In Transit,2025-09-13,1622,545,105,26602
SHP-038-2,LOT-038-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Delivered,2025-08-18,2312,985,241,31282
SHP-012-2,LOT-012-B,NDC-0006-5331-01,12,1,DEPOT-HH,Quarantined,2025-08-02,1510,1051,215,19386
SHP-002-2,LOT-002-B,NDC-0006-5333-01,12,3,DEPOT-HH,In Transit,2025-08-07,2203,1279,135,27850
SHP-031-2,LOT-031-B,NDC-0006-5332-01,11,2,DEPOT-BLR,In Transit,2025-08-12,1622,1004,335,19181
SHP-046-3,LOT-046-C,NDC-0006-5332-01,33,2,DEPOT-HH,In Transit,2025-09-17,1814,976,384,61222
SHP-037-1,LOT-037-A,NDC-0006-5333-01,37,3,DEPOT-BLR,Quarantined,2025-07-22,2203,607,374,82492
SHP-046-3,LOT-046-C,NDC-0006-5333-01,35,3,DEPOT-HH,Quarantined,2025-09-18,2203,1385,260,78750
SHP-036-3,LOT-036-C,NDC-0006-5331-01,31,1,DEPOT-HH,Quarantined,2025-09-23,1510,1283,321,48414
SHP-033-2,LOT-033-B,NDC-0006-5333-01,12,3,DEPOT-TYO,Delivered,2025-07-18,2262,728,253,28125
SHP-017-1,LOT-017-A,NDC-0006-5332-01,37,2,DEPOT-HH,Delivered,2025-07-10,1622,970,380,61364
SHP-053-1,LOT-053-A,NDC-0006-5333-01,35,3,DEPOT-HH,Quarantined,2025-07-11,2312,648,317,81885
SHP-027-1,LOT-027-A,NDC-0006-5331-01,29,1,DEPOT-HH,Quarantined,2025-07-07,1507,573,181,44457
SHP-006-3,LOT-006-C,NDC-0006-5332-01,21,2,DEPOT-HH,Delivered,2025-10-15,1814,1187,217,39498
SHP-017-3,LOT-017-C,NDC-0006-5331-01,33,1,DEPOT-HH,Quarantined,2025-09-07,1507,701,221,50653
SHP-047-2,LOT-047-B,NDC-0006-5331-01,11,1,DEPOT-TYO,Delivered,2025-08-07,1510,676,310,17596
SHP-006-2,LOT-006-B,NDC-0006-5333-01,11,3,DEPOT-HH,Delivered,2025-08-13,2312,535,195,26162
SHP-016-2,LOT-016-B,NDC-0006-5331-01,13,1,DEPOT-HH,Quarantined,2025-08-05,1507,708,381,20680
SHP-050-1,LOT-050-A,NDC-0006-5332-01,34,2,DEPOT-HH,Quarantined,2025-07-22,1622,1190,336,56674
SHP-020-3,LOT-020-C,NDC-0006-5332-01,32,2,DEPOT-HH,Quarantined,2025-10-07,1622,908,117,52929
SHP-023-3,LOT-023-C,NDC-0006-5333-01,33,3,DEPOT-HH,Quarantined,2025-09-13,2262,738,329,75713
SHP-001-3,LOT-001-C,NDC-0006-5331-01,28,1,DEPOT-HH,Delivered,2025-10-01,1510,682,397,43359
SHP-001-3,LOT-001-C,NDC-0006-5331-01,28,1,DEPOT-HH,Quarantined,2025-09-30,1507,880,146,43222
SHP-050-2,LOT-050-B,NDC-0006-5333-01,21,3,DEPOT-HH,Delivered,2025-07-25,2203,960,221,47444
SHP-041-3,LOT-041-C,NDC-0006-5333-01,37,3,DEPOT-NJ,Delivered,2025-10-05,2262,794,228,84716
SHP-008-2,LOT-008-B,NDC-0006-5331-01,11,1,DEPOT-NJ,Quarantined,2025-07-29,1507,678,207,17462
SHP-008-2,LOT-008-B,NDC-0006-5331-01,11,1,DEPOT-NJ,Delivered,2025-08-07,1507,1019,158,17754
SHP-012-3,LOT-012-C,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-08-23,2203,1407,183,23620
SHP-011-2,LOT-011-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Delivered,2025-06-26,2262,1488,268,35686
SHP-044-2,LOT-044-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-06-12,2262,1434,314,28892
SHP-011-3,LOT-011-C,NDC-0006-5333-01,32,3,DEPOT-NJ,Delivered,2025-09-22,2312,1308,300,75592
SHP-034-1,LOT-034-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-07-21,1622,1190,291,45275
